content,times,title
"近日,艺术设计学院按照学校党委部署,利用网络学习统筹推进新冠肺炎疫情防控和经济社会发展工作部署会议上习总书记重要讲话,按照网络集中学习,个人自学,主题党日活动,讨论交流等形式确保将习总书记讲话精神传达到每一位师生员工,通过学习,艺术设计学院师生深刻感受到,虽然新冠肺炎疫情,是新中国成立以来在我国发生的防控难度最大的一次重大突发公共卫生事件,但是应对疫情,党中央判断准确,各项工作部署及时,采取的举措有力有效,再次彰显了中国共产党领导和中国特色社会主义制度的显著优势,自学校开始疫情防控以来,艺术设计学院全体教职员工,在学校党委和疫情防控小组坚强领导下,每日统计上报师生员工健康和返校状态,完善新学期课程调配,线上网络授课计划报送,督导安排工作,做好寒假期间师生思想引领工作的同时,制作了,期疫情防控知识,战,疫,心理健康等微信推送,其中,师生原创的艺术作品展被学校和省妇联宣传媒体报道,为助力宣传战,疫,发挥了较好的作用,组织辅导员,班主任帮助师生提前做好授课软件,教学群组建等工作,开学第一天学院班子成员,教学督导老师一同到网上课堂听课,努力克服疫情影响,认真做好狠抓工作落实,确保疫情之下,师生安全健康和教学任务平稳有序开展,以实际行动响应中央有序复工复产的具体部署要求,通过学习习总书记讲话精神,大家认为这次疫情既是磨难,也是成长的阶梯,我们坚信,在以习近平同志为核心的党中央坚强领导下,我们一定能把疫情对师生及教学的影响降到最低,通过自身努力保证教学任务的正常开展,向学校交上一份合格的答卷","5,Mar",2月23日习总书记在中央统筹推进新冠肺炎疫情防控和经济社会发...
"文化艺术学院,届毕业设计作品展正式开幕,月,日上午,山东女子学院文化艺术学院,届艺术设计毕业生毕业设计作品展在艺术平房隆重举行,文化艺术学院书记,院长于淑忠主持作品展开幕式,学校领导孙秀丽,范素华,宿建沛,王淑霞,宋兆静,汪琦,贺兴利在校党办院办主任侯素美,组织部部长田艳玲,学生处处长李君,宣传部副部长邢振红的陪同下,出席开幕式,院长范素华致辞,对此次参展的,届毕业生们表示热烈的祝贺,并对他们表达了衷心的祝福,毕业生代表也做了发言,表达了感恩母校,感恩老师强烈情感,决心永记师恩,永记母校,最后党委书记孙秀丽宣布,届毕业作品展开幕,本届毕业设计共展出装潢艺术设计,环境艺术设计,服装设计与制作,动漫设计与制作以及人物形象设计,个专业共,套作品,展览作品内容丰富,形式多样,其中装潢艺术设计涵盖了包装设计,广告设计,企业形象设计,书籍设计,样本设计,装置设计,主题创意设计等内容,共计,余个系列,环境艺术设计专业展览内容主要为展览展示设计,酒店设计,办公空间设计,园林设计,居室空间设计以及部分工艺品和雕塑模型,共计,余套作品,服装设计与制作专业毕业生制作了,余套服装,开放型,时尚型的设计风格充分体现了现代时装的流行趋势,款式简洁,造型大方,追求个性张扬,动漫设计与制作专业展览作品共计,余套,内容涵盖了二维动画,三维动画,逐帧动画和插画漫画及部分动漫周边产品,人物形象专业的作品则充分展现了学生对美的认识与理解,涉及新娘化妆,影视化妆造型,舞台化妆造型,美甲技法,发型设计以及整体形象设计,共,余套作品,新闻采编与制作专业的报纸,刊物设计共,套作品,近年来,文化艺术学院结合艺术教育发展动态和我国艺术设计人才需求的特点,本着艺术与科技相结合,理论和实践相结合的原则,加强学科建设和人才培养,加大实践教学力度,力求培养出更多优秀的应用型人才","5,Jun",文化艺术学院2012届毕业设计作品展正式开幕
"年,月,日,我院学生党支部在普教楼,教室召开了文化艺术学院学生党支部党员转正大会,会议由学生党支部组织委员赵晓琳同志主持,我院党总支副书记王仕忠同志,七位教工党员,七位学生预备党员参加了会议,大会严格按照遵循入党章程和程序完成预备党员转正仪式,首先,由预备党员宣读转正申请,表明自己对党的深刻认识和自身坚定的立场,总结一年来的工作表现等,然后,进行党内讨论,党内成员对预备党员进行民主评议,并对其自身不足提出批评意见,随后,经过正式党员举手表决,支部大会决议,一致同意徐飞等,名同志的转正申请,随后,由学院党总支副书记王仕忠同志总结发言,王书记首先代表文化艺术学院党总支和文化艺术全体党员对,名同志的顺利转正表示祝贺,希望光荣转正的党员们继续做好党员带头作用,在毕业之际帮助同学们做好离校工作,学会感恩,懂得感谢养育自己的父母和教育自己的老师,把入党当做一个新的起点,将来毕业到了工作岗位上,仍然是思想境界高,精神风貌好,道德修养优的带头者,成为,届最优秀的校友,将来为母校增光添彩","5,Jun",文化艺术学院学生党支部召开学生党员转正大会
"自我院的,致,届毕业生倡议书,发出后,月,日及,日,文化艺术学院在学校餐厅对面设置捐赠处,倡导毕业生们奉献一份爱心,温暖一个心灵,将自己不便带走的衣物,书籍等学习生活用品捐赠出来,送给最需要的同学,捐赠活动当天,很多毕业生们路过捐赠处都会停下脚步,放下手中沉重的行李,上前询问,积极捐赠自己的物品,主要捐赠物品包括书籍,衣服,鞋子,帽子,画板,桌子,铅笔盒等,日下午一场短促的雷阵雨也没有浇灭她们捐赠的热情,虽然由于天气原因,活动仅举办了一天半的时间,但同学们却捐赠了书籍,册,衣物,件,日常学习及生活用品,桌子,画板,笔袋,背包等,件,目前,我院已将书籍全数捐与学校图书馆供同学借阅,让同学们的爱心继续传递,同时,向爱心超市捐赠衣物,件,剩余衣物及学习用品将在下学期陆续捐赠给困难同学,此次爱心捐赠活动,不仅仅是毕业生奉献爱心的活动,同时也通过此次活动给予毕业生一场别开生面的感恩教育,在惜别母校的时刻,为母校留一份爱心,留下自己的印迹,留住对母校,对同学的永恒眷恋,文化艺术学院","5,Jul",文化艺术学院毕业生爱心捐赠活动圆满结束
"又是一年别离时,每年我们都会在这个时候送走毕业的同学,转眼间,届毕业生也要告别母校,踏上新的人生路,校园里年年在这时都会有无尽的感慨,恍然的觉悟和淡淡的忧伤,千里之行,始于足下,届毕业生虽然选择了不同的方向,但都在各自的天地里不懈努力,并取得了成功,从优秀毕业生岳晓阳同学的言谈中我们懂得,只要,兢兢业业做事,老老实实为人,就能拥有美好的未来,人物资料,岳晓阳,中共党员,文化艺术学院,级文秘专业,在校三年获得,次优秀学生干部,连续,次获得校级一等奖学金,次国家奖学金,并在今年获得,优秀实习生,和,优秀毕业生,称号,一,入学目标,我从不认为专科会比本科差,从紧张的高中时代走进大学的殿堂,虽然有那么一部分同学会因为环境的变迁而偏置了自己的航向,但是在校园里,就在我们的身边,也还是有许多优秀的同学,她们依旧在为了自己的理想而努力奋斗,记得有这样一句话,优秀是一种习惯,岳晓阳同学就是养成了这种习惯,将高中时代的优秀精神延续到女院的校园里,在人生的道路上一直延伸,当问到岳晓阳在大学里为什么能这么出色时,她回答说,我从不认为专科会比本科差,我相信通过自己的努力,一定可以超越那些本科的学生,岳晓阳就是学会了保持优秀的习惯,在大学三年的学习与工作中,处处严格要求自己,也是与她的努力息息相关的,在她的记忆中,她一直坚信着从优秀到卓越只差一步,持续的努力,优秀的人会一直优秀,因为她们向往的是闪光的卓越,岳晓阳告诉记者,上天给每个人的机会是平等的,但更青睐有准备的人,只有把握好了才能成功,养成一种优秀的习惯后,你会发现很多事情就像水到渠成一样在你身边发生,它会让你继续保持优秀,既然大家都来到了学校,都有相同的起点,你想要变得优秀,你的付出就必须比别人多,这样你才能比别人优秀,你也就能保持你的优秀,形成一种习惯去前进,它会让你在大学校园里乃至走入社会后都受益无穷,她笑着说,这是送给没有毕业的学妹学弟的最实用的一段话,二,校园生活格言,兢兢业业做事,老老实实为人,在大学校园里,能力锻炼也是一个很重要的方面,岳晓阳是文秘专业的班长,并且在大二的时候通过竞选当上了校学生会学习部部长,负责策划学生会的各项活动,在这一年的时间里,岳晓阳学会了合理分配学习与工作的时间与精力,学会了从基本做起,学会了协调小组之间的,学会了关心与交流,学会了在面临困难的时候也保持乐观向上,回想起自己负责这些工作的时候,岳晓阳说,我想我是因为坚持着兢兢业业做事,老老实实为人的格言,才取得了工作上的一个个让自己满意的成绩,当然,身边的朋友也会影响到了她,但是在学会了,取人之长补己之短,后,她更乐意与身边的朋友交往,岳晓阳说,我身边有很多的好朋友,我就是在与她们交往的时候学会了微笑,不论是在与人打交道的时候,或是想请身边的朋友帮帮忙,或是在面对困难的时候,我从她们身上学到了很多,与此同时,我也在慢慢改变自己,改掉不好的习惯,学习她们好的地方,让自己变得更完善,人的潜能是无极限的,而大学给了我们一个很大很好的发挥的空间,每个人都可以在这个舞台上尽情展现自己的风采,需要的只是努力,岳晓阳告诉记者,就像做一件事情一样,你很有可能认为自己只能到达某一个程度,其实如果你再更加努力一些的话,你会发现,你超越了你原先所谓的,极限,所以说,做任何一件事情,我们都应该尽自己最大的努力去做,就像我们作为学生应该努力去学习一样,另外,比如有的同学想知道自己适合做哪方面的工作,他只有努力去做了才会知道,通过这样的努力,反映出来的才是客观的结果,就像有些事情,刚开始可能觉得很难,不好做,但只要努力了,同样可以创造出一份精彩,三,留恋大学生活,大学过得太快了,我还没过够呢,岳晓阳在拿到毕业证书时发出的第一声感叹,大三了,面对在即将离开大学母校校园,和其他即将毕业的同学一样,岳晓阳心里真的挺舍不得的,在三年里学习上遇到的好老师,在一起生活了这么久的好朋友,好同学,还有那些以前没有经历过的事情,采访到这里,岳晓阳流露出了深深的不舍,我真的很怀念大二时学校迎评创建的时候,那会儿我和同伴一起在花坛里搬石头,一起在天气很热的情况下刮灯柱上的小广告,虽然大汗漓淋,可我和我的同伴感受着纯洁友谊的美好,品位着团结协作的魅力,也感谢我们的辅导员,是她的一席话,让我更加明确了大学的目标,让我在大学里学会了创造优秀并努力去保持,同时,我也很感谢我遇到的其他老师,他们对我总是很热心很认真,感谢我身边的好朋友,我从他们身上学到了很多,大家在一起度过了愉快的大学时光,而大二则是我大学生活中最充实的一年,其实,毕业仅仅是整个人生前进路上的一个节点而已,没有传说中的那么残酷,也没有那么可怕,毕竟,寻找属于自己的可能性,是我们终其一生都要做的事情,而毕业并不应该被视为这种寻找的终结,未来的路还很长,相信只要我们始终都行进在路上,始终都不放弃寻找自己的方向,那么我们就能够扬帆启程了,文化艺术学院,级新闻采编与制作,徐飞","5,Jul",兢兢业业做事，老老实实为人
"文化艺术学院党总支召开处级党员领导干部民主生活会,根据学校党委组织部,关于召开,年党员领导干部民主生活会的通知,要求,我院党总支于,月,日下午,在普教楼,会议室召开了处级干部民主生活会,学校党委委员,纪委书记汪琦同志出席了民主生活会,院党总支书记于淑忠,副书记王仕忠,副院长徐丽萍,副院长张利及党总支成员参加了会议,会议由党总支书记于淑忠主持,会上,党总支书记于淑忠,副书记王仕忠,副院长徐丽萍结合自己的工作情况和征求的群众意见,总结了一年以来的履职情况和个人存在的不足,认真梳理,深刻剖析,开展批评和自我批评,并提出今后的整改思路,于淑忠书记代表班子总结了一年以来班子建设,学院工作等方面的取得的成绩和存在的不足,指出学院发展的重点工作和努力方向,纪委书记汪琦同志做了重要讲话,她首先高度赞扬了党总支民主生活会的组织工作,各位处级干部做了认真的准备,其次充分肯定了我院领导班子一年来在各方面取得的成绩,学院党总支团结务实,总支成员各负其责,形成了良好的政治核心,尤其在学校,周年校庆期间对于舆论宣传和校友工作做出了重要贡献,再次,对于学院班子制度完善,学科建设,科学研究,学生工作等方面提出新的要求,她指出,学院党总支在今后学习十八大精神过程中要结合工作实际,本次民主生活会有助于学院党政领导班子成员之间的沟通与交流,增强了党内生活民主,促进了党内和谐,通过本次民主生活会,学院党政领导班子也更加明确了今后的工作重点,下一步,学院党总支将针对民主生活会上检查出来的问题进行归纳总结,制定出相应的整改措施,推动学院各项工作进一步发展","5,Dec",文化艺术学院党总支召开处级党员领导干部民主生活会
,"5,Dec",学校领导参加艺术学院党员领导干部民主生活会
"年,月,日下午,我院学生党支部在普教楼,教室召开了,文化艺术学院学生党支部接收新党员大会,会议由学生党支部组织委员赵晓琳同志主持,文化艺术学院,名党员参加了会议,会议在庄严肃穆的,国际歌,中开始,申请人王亚仙等,位同志分别宣读了,入党志愿书,并认真汇报了个人情况,入党介绍人分别介绍了对他们的培养情况,充分肯定了申请人对党的追求以及他们在日常学习,生活中所付出的努力,特别指出他们目前还存在的不足,并对他们提出了恳切的希望,学生党支部宣传委员郭静同志宣读了,关于发展王亚仙等,位同志为中共预备党员的支部意见,全体与会党员就,位同志的个人表现自由发表意见,并对,位同志的入党问题进行举手表决,一致同意发展王亚仙等,位同志为中共预备党员,随后由学生党支部书记曹雪莲同志宣读了,关于接收王亚仙等,位同志为预备党员的支部大会决议,带领王亚仙等,名同志面对党旗,庄严宣誓,入党积极分子代表伊冉同志也在会上做了发言,向以上同志表示祝贺的同时,承诺在今后的学习,生活中向他们看齐,争取早日加入党员的行列,最后,由党总支书记于淑忠同志发表讲话,于书记代表文化艺术学院党总支和文化艺术全体党员对,名同志的加入表示祝贺,并借此机会给大家提出了几点希望,第一,以这次发展大会为契机,全体党员和入党积极分子都要以饱满的热情投入到当前正在紧张进行的改制创建,迎接专家评估的工作当中,从创建温馨整洁的宿舍环境及争做文明礼貌的标兵做起,听从指挥,加强责任意识,做好学校的各项工作,保证创建工作不能从自己手中丢分,第二,此次大会不仅仅是对这些优秀同志的肯定大会,同时也是一个全体党员和入党积极分子的反思总结大会,大家要在看到优点的同时能够正视自己的缺点,不断弥补自身工作中的不足,不辜负师长的教诲和同学们的信赖,第三,入党的形式一生中只有一次,可是作为一个党员的努力却应该是终生的,希望在座的党员不要以此为终点而停滞不前,要把入党当成是一个新的起点,为人民,为社会,为国家多做贡献,文化艺术学院,年,月,日","5,Dec",文化艺术学院学生党支部召开发展新党员大会
"年,月,日,上午,艺术设计学院在博雅楼,召开了党政联席会,会议由院长张利主持,会议纪要如下,一,关于高层次人才引进事宜,会议听取了院长张利关于高层次人才引进事宜,王少川,哈尔滨师范大学美术学专业博士,专业功底较为深厚,经学术委员会面市后,决定申请引进,经研究决定同意引进高层次人才王少川,按照学校规定向人事处提出申请,二,关于艺术设计学院人才需求申报事宜,会议听取了院长张利关于人才需求申报事宜,按照学校要求,本次申报原则上要求博士学位,但是根据艺术类专业情况,博士点少,博士较少,本次拟申报硕士三人,经研究决定,同意申报形象设计,传统装饰研究,装饰绘画,广告插画,三个专业,由办公室负责填写统计表后,按照要求上报人事处","5,Apr",党政联席会纪要（2018.06）
"文化艺术学院于,月,日,举办了以,每个人心中都有位环保家,为主题的关注地球一小时节能公益活动,希望通过此次活动,能提高同学们的节约能源意识,积极理性地应对全球气候变化,当晚,文化艺术学院全体同学积极参与到熄灯一小时的活动中,除了楼道走廊等必要的灯光,宿舍内的电脑,电灯等电器均关闭一小时,同学们表示,熄灭一个小时的灯光点亮我们对未来的希望,放飞我们所承载的梦想,地球是我们共同的家园,保护环境,应对气候变化,与我们的生活息息相关,应该积极运用各种方式为地球的可持续发展贡献温暖力量,此次,地球一小时,活动,使我院学生充分了解了气候变化所带来的威胁,意识到即使个人的一个小小举动也会给人类居住的环境带来深刻影响,同学们表示,将以此次活动作为起点,通过节约水电,少坐车等方式,用切身的行动去感染身边的人,从身边的小事做起,从我做起,呼吁大家积极行动起来为保护环境贡献出自己的一份力量","5,Apr",文化艺术学院举行“关注地球一小时”活动
"视觉传达设计,团支部于,月,日至,月,日在山东省烟台市长岛开展写生实训和考察活动,本次活动由董喆老师带队,参观九丈崖,半月湾,林海等景区,在活动中,同学们互帮互助,共同进步,增强了团支部的凝聚力,艺术来源于生活又高于生活,本次活动使同学们的基本功和文化素养得到了充分的体现,进一步提高了写生创作能力,为以后的学习奠定了坚实的基础","4,Nov",七个一活力团支部建设工程之视觉传达设计1901团支部开展写生...
"月,日,山东女子学院第二届大学生篮球联赛男子组,女子组冠军争夺赛在学校篮球场举行,学校党委副书记宿建沛,学生处处长李君,团委书记李丽华,文化艺术学院党总支书记于淑忠,经济管理学院党总支书记王丽芹,各学院团总支书记和辅导员,以及部分学院的同学观看了本场比赛,并为各院上场队员加油助威,本届篮球赛,我院高度重视,精心组织,专门聘请赵贵阳老师担任教练,赛前进行了较为系统的训练与战术安排,在前两场比赛中,我院代表队一路领先于信息技术学院代表队和外语学院代表队成功晋级决赛,迎来了强劲的对手,经济管理学院代表队,决赛上半场,双方一直处于胶着状态,在比分上你追我赶不相上下,下半场,文化艺术学院发起反攻,中投,罚球,上篮接连得分,找到了进攻的突破口,最终把比分定格在,文化艺术学院卫冕冠军,比赛中,场下师生锣鼓喧天,摇旗呐喊场,拉拉队员还表演了精彩的团体操,有的同学还挥舞着院旗环赛场欢呼,与场上队员共同分享胜利的喜悦,赛后,学院党委副书记宿建沛代表学校对本次篮球赛给予热烈祝贺,并希望同学们继续发扬团结和谐,勇于拼搏的精神,努力学习,成为身心健康的社会有用人才,校领导和学生处,团委,各学院党总支书记为各参赛队颁发了奖状和奖杯,并与我院男子篮球队合影留念,通过这次篮球联赛,进一步增强了同学们的集体荣誉感,提升了我院同学的凝聚力和战斗力,向全院师生展现了我院同学顽强拼搏,积极向上的青春风采","4,Nov",文化艺术学院男子篮球队卫冕校第二届大学生篮球联赛冠军
"为,纪念,五四,运动,周年,进一步,学习党的十九大和全国两会精神,集中展示我院团组织和团员青年的崭新精神面貌,引领团员青年见贤思齐,奋发向上,崇德向善,年,月,日艺术设计学院特举办,青春奋进铸团梦,砥砺前行奏华章,五四主题活动之团支部风采展示,艺术设计学院全体团支部参加此次活动,活动伊始,各团支部组织团员青年进行入团宣誓,团员青年们用饱满的热情,铿锵有力的声音抒发出当代大学生对共青团的钟爱以及青春的活力,随后各团支部集合到了图书馆,好媛广场,静心湖,等地点,有序的进行与,团员证,团徽,团歌,团旗的班级集体创意合影和个人创意合影,最终,在,女院艺术青年,微信,公众平台,上,集中展播,了团支部的创意合照并进行了,投票评选,通过投票,共选出,了,一等奖一名,二等奖两名,三等奖两名,优秀奖五名,通过此次活动,激,发了学生,对五四精神的学习研讨,引导,学生,树立正确的人生观思想,以热爱祖国,勇于创新,坚定执着的精神开创团内更加辉煌的明天","4,May",艺术设计学院“青春奋进铸团梦，砥砺前行奏华章”——五四主...
,"4,Mar",我院装潢专业机房改造完毕
,"4,Jul",我院邀请山东大学李克教授来院讲学
"年,月,日,山东省大学生,节约,从我做起,文化作品大赛表彰大会暨优秀成果展在山东工艺美术学院长清校区举行,本次大赛由山东省委高校工委主办,山东工艺美术学院承办,共有全省,所高校参加,参赛作品,件,我院积极组织学生报名参加此次大赛,经过精心筹备,认真挑选,按照比赛的标准报送了参赛作品十余幅,并取得优异成绩,其中,级人物形象设计专业的毕凌竹获得艺术设计类二等奖,级人物形象设计专业的邢少晨,李维和,级装潢艺术设计专业的李春燕获得艺术设计类优秀奖,通过此次比赛,我院将继续深入贯彻习近平总书记,关于厉行勤俭节约,反对铺张浪费,的重要指示精神,开展厉行勤俭节约,反对铺张浪费的教育活动,进一步丰富艺术设计理念,挖掘和继承优秀传统文化,培养当代大学生热爱祖国,热爱人民,健康向上的良好道德风尚和时代精神风貌","4,Jul",我院学生在山东省“节约，从我做起”文化作品大赛中获得佳绩
"年,月,日,级环境艺术设计本科,班在普教楼,楼西廊举办,平面构成,色彩构成,结课作业展,在綦修瑜,乔继敏两位老师的指导下,同学们掌握了二维基础课程的基本原理,设计出大量的优秀作品,通过此次展览,加强了学生之间的学习交流,激发了学生的学习兴趣,为学生以后的专业学习积累了宝贵的经验,乔继敏","4,Jul",2013级环艺本科《平面构成》《色彩构成》课程作业展
"年,月,日,月,日,文化艺术院主办的学生风景写生作品展在合班楼大厅举办,风景写生是艺术类专业实践教学环节的重要一环,外师造化,中得心源,通过风景写生能够拓宽学生的艺术视野与自身修养,锻炼学生的观察能力,分析能力,感悟能力,感性与理性相结合,培养学生的创造性思维,从而创造出符合社会的美感设计作品,本次作品展共展出百余幅作品,作品均是,级艺术系学生外出风景写生的自主创作的作品,充分显示了我院风景写生实践教学取得的显著效果,胡书记,孙院长在参观了作品展后给予了高度评价,认为本次作品展不仅让同学们欣赏到了优秀的艺术作品,同时也丰富了广大同学的业余生活,提高了同学们的审美能力","4,Dec",我院举办2008级风景写生学生作品展
"月,日,艺术学院团总支组织,余名学生代表到长清崮云湖,一门三烈,纪念处,在烈士后代们的引领下,一起向烈士墓碑敬献花篮,缅怀先烈,接受革命传统教育,在,一门三烈士,墓碑前,烈士后代,崮云湖街道办事处关工委顾问张爱华老人,以及崮云湖街道办事处关工委常务主任井兴远,原成教中心校长尹承水,大崮山学校校长陈洪忠,教师王山岭等,分别向师生们介绍这,一门三烈,在抗日战争中,为了反抗日本帝国主义的侵略,一家三个儿子自告奋勇加入中国共产党领导的抗日队伍,因作战骁勇都光荣加入了共产党,家中老父亲被日本鬼子两次抓捕,遭受严刑拷打,也没有低头投降,三个儿子随部队转战南北,先后英勇牺牲,家乡父老乡亲们先后把三位烈士安葬此处,并为他们建墓立碑,永远铭记一门三烈士的英雄事迹,同学们认真聆听了烈士后代和老人们的回顾和讲解,深受感动和教育,同学们在烈士墓碑前庄严宣誓,纷纷表示一定要继承先烈遗志,发扬保家卫国,反抗外来侵略的民族精神,珍惜和平安定的大好形势,加倍努力学习,早日成才,为实现国家富强,民族复兴贡献青春和力量,艺术学院团总支在组织学生代表实地祭奠先烈的同时,还动员学生积极开展网上祭奠英烈活动,接受革命传统教育,缅怀先烈英模事迹,激扬爱国主义精神,李霞,李,晨","4,Apr",艺术学院组织学生祭奠先烈进行革命传统教育
"月,日下午,艺术设计学院召开班主任工作会议,党总支书记于学江主持会议并传达学校有关通知精神,党总支副书记刘军,辅导员,班主任共计,人参加了会议,会上,于学江书记对本学期开学以来的学生管理工作进行了梳理,一,明确了学生管理工作,班主任队伍建设在学院发展中非常重要的地位,二,强调要统一思想,高度重视学生安全稳定工作,要把学生人身安全,意识形态安全作为头等大事,做到抓紧抓实抓牢,三,根据前段时间学生座谈会中整理总结的学生意见建议,明确负责人,各司其职,各负其责,做好反馈落实,四,要做好宿舍卫生,宿舍安全的整改落实,按照学校有关规定,定期开展,进班级,进课堂,进宿舍,进网络,工作,刘军副书记在讲话中着重强调了以下几点,一是对前期班主任工作进行了充分肯定,绝大多数班主任能按时完成,四进工作手册,的记录,填写,希望个别因特殊原因未及时完成该项工作的班主任尽快补齐,二是强调班主任要狠抓安全教育,学风建设,深入课堂,宿舍做精做细学生日常管理工作,三是要格外关注特殊情况学生群体,做好跟踪和指导,多沟通,多关心,多交流,提前发现问题苗头并有针对性的开展疏导工作,密切关注学生的动向,在随后的交流讨论环节中,与会班主任就学生安全意识培养,文明素质养成,学生请销假,宿舍卫生标准,心理问题学生分类指导,晚归夜不归宿的处分等问题进行了广泛而深入的交流探讨,本次班主任工作会议的举行,有助于转变班主任工作理念,改进教育管理服务方式,使班主任工作逐步达到规范化,精细化,科学化,进一步落实学校,坚持以学生为本,创新学生教育管理方式方法,提升服务学生的精细化水平,的工作要求","31,May",艺术设计学院召开班主任工作会议
,"31,May",张利副院长在齐鲁晚报杯（中韩）现代广告海报设计大赛获得优...
"月,日下午,文化艺术学院团总支组织我院,余名入党积极分子和团干部前往长清石麟山烈士陵园参加清明扫墓活动,此次活动目的在于祭扫烈士公墓,缅怀先烈事迹,告慰先烈英灵,同时也为纪念建党,周年,增强同学们的爱国爱党热情,下午,点,扫墓活动正式开始,扫墓现场庄严肃穆,过程井然有序,在烈士纪念碑前,学生代表向烈士们敬献了花圈,师生列队向革命烈士鞠躬并默哀三分钟致敬,接下来,同学们认真倾听了长清英雄先烈的事迹报告,随后,入党积极分子代表尚丽发言,号召在场学生要继承先烈们的遗志,努力学习,勇挑重担,不断提高个人素质,争取日后对国家建设做出自己的贡献,通过本次活动,增强了同学们的爱国意识,革命先烈的英雄事迹激励着同学们更加勤奋刻苦的学习科学文化知识,日后为祖国的繁荣昌盛贡献自己的力量,此次活动,对于引导广大学生树立正确的世界观,人生观,价值观,促进学校精神文明建设具有重要意义,文化艺术学院团总支","31,Mar",缅怀革命先烈 弘扬爱国精神
"我院史晓丽,齐玉,盖林,王莹,季小防五位同学在,年暑假期间积极参与第七届中国,济南,国际园林花卉博览会志愿服务,踏实肯干,表现突出,被评为服务第十一届全国运动会及第七届中国,济南,国际园林花卉博览会,两会,优秀志愿者","31,Mar",我院学生获“两会”优秀志愿者称号
"面对不断变化的国际形势和日益恶化的气候环境,转变消费观念,落实科学发展观,走可持续发展的道路已成为当今社会的重要主题,落实科学发展观,关键是要把科学发展观转化为自觉行动,转化为推动科学发展的坚强意志,谋划科学发展的正确思路,将促进科学发展的政策措施落实到实际工作中去,为响应国家关于贯彻落实科学发展观的号召,力图让全校师生了解环境现状,认识到浪费,污染的严重性,提高环保和节约意识,共同推进资源节约型校园的建设,年,月,日上午,由中华女子学院山东分院文化艺术学院学生党支部,学生会主办的以,传递绿色,环保伴我行,为主题的大型签名活动在教学楼前隆重举行,在本次环保签名活动中,广大师生秉持,保护环境是责任,爱护环境是美德,这一信念,在红色横幅上郑重签下了自己的名字,展现了我院广大师生积极向上,追求和谐,支持环保的时代风采和良好的精神面貌,活动现场气氛相当热烈,活动以海报的形式向广大师生们发出,传递绿色,环保伴我行,环保倡议书,并向参与签名活动的同学发放印有环保知识的宣传单,号召全校师生为学院环保工作贡献一份力量,以实际行动为,建立节约型社会,构建资源节约型校园,做出自己应有的贡献,由此,文化艺术学院举办的大型环保主题活动正式拉开序幕,将在四月至五月期间举办一系列活动,包括环保手工艺作品展,环保主题知识竞赛,环保主题演讲比赛,环保主题电影播放等","31,Mar",“传递绿色，环保伴我行”主题签名活动
"月,日,艺术学院,华灯霓裳,盛享双旦,文艺晚会在图书馆一楼报告厅隆重举行,艺术学院党总支书记王仕忠,辅导员,班主任,以及全体学生参加了此次晚会,身着旗袍的女生们精彩演绎的开场舞,夜来香,拉开了整场晚会的序幕,歌曲,我的好兄弟,表达了同学之间浓厚的情谊,舞蹈,活力四射,相声,有钱任性,轻松诙谐,引发全场观众爆笑,眉目传情,猜灯谜,等游戏使台上台下热烈互动,圣诞老人的送给同学们的信念礼物将全场气氛推向高潮,此次晚会主要由学院四个年级的学生自发组织,共同表演,学院辅导员和教师给予支持和指导,这既锻炼提高同学们的组织协调能力,又营造了团结,和谐,积极,向上的节日欢乐气氛,更激励同学们在,年合作交流,共同促进,李晨","31,Dec",艺术学院举办“华灯霓裳，盛享双旦”文艺晚会
"月,日,艺术学院举办,争奇斗艳,创意无限,宿舍装扮比赛,级新生各宿舍参与了装扮比赛,本次活动中,每个宿舍积极准备,无论是壁纸还是贴画都展现了同学们独具匠心的创意,有的宿舍用缤纷的气球,彩带,千纸鹤装扮了天花板,有的充分发挥绘画特长,将自己的作品装饰在柜子上,还有的制作了照片墙,使宿舍更加温馨和谐,参赛的各个宿舍,设计装扮内容积极向上,健康活泼,展现了大学生的朝气活力,也体现出宿舍同学间浓浓的舍友情和团结协作的集体意识,团总支组织认真评选,级装潢专业的,号女生公寓楼,宿舍荣获一等奖,级人物形象专业的,号女生公寓楼,宿舍和,级装潢专业的,宿舍分获二等奖,级服装专业的,号女生公寓楼,宿舍,装潢专业的,宿舍和视觉传达专业的,宿舍获得三等奖,此次宿舍装扮比赛丰富了学生的宿舍文化生活,营造了安全,卫生,温馨,健康宿舍环境,培养同学们形成良好生活习惯,从宿舍做起,从一点一滴的生活小事做起,热爱宿舍,热爱同学,热爱学校,自觉培育和践行社会主义核心观,李晨","31,Dec",艺术学院举办“争奇斗艳，创意无限”宿舍装扮比赛
