content,times,title
,"2,Jul",我院邀请山东电视台资深编导刘继瑞主任举办专题讲座
"月,日,学校纪委在博文楼一楼大厅举办,书墨画彩塑廉洁,学习十九大会议精神书画摄影大赛展,学校党委书记郭翠芬,纪委书记黄晓彦出席展览并为获奖师生代表颁奖,学校纪委委员,各院部处室党政负责同志及师生代表一起参观了,书墨画彩塑廉洁,学习十九大会议精神书画摄影大赛展,月,日至,月,日,学校纪律检查委员会主办,艺术设计学院党总支,廉政思想教育研究基地共同承办,书墨画彩塑廉洁,学习十九大会议精神书画摄影大赛,大赛得到了全校师生的积极响应,共征集作品,幅,经过评委严格评选,评选并展出书画类优秀作品,幅,摄影类优秀作品,幅,这些优秀作品主题鲜明,立意深刻,表现形式多种多样,既有书写廉政诗句,名言警句等,又有绘画或拍摄清莲,翠竹等,把廉政理念,廉洁精神与书画艺术巧妙地融合在一起,弘扬了积淀深厚的优秀传统文化,传播了廉政文化的正能量,师生们通过对新时代团结合作,改革发展,清正廉洁的感人事迹,警示名言和对祖国壮丽美景的描绘和拍摄,深刻领会党的十九大和校二次党代会精神,不忘初心,砥砺奋进,自觉将爱党之心化为报国之行,郭书记,黄书记,纪委委员,以及各部门党政负责人和部分师生认真观看倾听了获奖师生对每一幅展出作品的创意和体会,对书画摄影展给予了高度评价,书墨画彩塑廉洁,书画摄影大赛展进一步教育引领全校师生,深入学习贯彻落实党的十九大会议精神,营造风清气正,积极进取,团结向上的校园文化,凝心聚力,全面落实学校二次党代会提出的奋战略目标和具体任务,按照,十三五,规划,加快综合改革,为建设应用型地方特色名校贡献青春和力量,李晨,汪健","2,Jan",学校领导参观“书墨画彩塑廉洁”学习十九大会议精神书画摄影...
"为加强学生公寓管理,促进校园文明建设,发挥公寓文化育人的作用,营造,和谐,平安,博学,优雅,的学习生活环境,特举办了标兵宿舍,优秀宿舍,收纳示范宿舍评比活动,让同学们互相配合,互相沟通,互相了解,增强宿舍内部的凝聚力,营造一个温馨的氛围,为宿舍内部温馨的生活奠定良好的感情基础,本次宿舍文化建设系列活动主要分为三个部分,一,样板间宿舍观摩,艺术设计学院样板间共,间样板间宿舍,抓细节,促优秀,是,样板间,学习的主要目的,是进一步提升宿舍管理,打造更多优秀宿舍的前提,同时学院分别为以上宿舍安装了阳台置物架,月,日上午,卫生部及安全部组织全体舍长对,样板间,宿舍进行了参观,各宿舍舍长边参观边交流,并对,样板间,进行拍照学习,二,针对公寓安全卫生规章制度进行有奖问答活动,同学们积极参与,活跃性高,舍长们表示此次有奖问答丰富了卫生安全相关要求和标准,以后会带领全宿舍严格遵守校规校纪,遵守公寓卫生安全相关管理条例,争取把宿舍营造成安全,文明,和谐的宿舍环境,三,标兵宿舍,优秀宿舍,样板示范宿舍表彰大会于,月,日举行,卫生生活部部长对本学期的宿舍情况做了简要的总结汇报,希望同学们高度重视寝室安全环境,接着让同学们一览标兵优秀宿舍的风采,干净,整洁以及温馨的宿舍环境,同学们赞叹不已,激发了同学们向获奖宿舍学习的决心,本次表彰大会中获得,标兵宿舍,称号的宿舍共,个,获得,优秀宿舍,的宿舍,个,样板示范宿舍,个,为以上宿舍分发了拖把,套扫,垃圾篓,垃圾袋,洗衣液,新年台历等生活用品,表彰大会激发了同学们的集体荣誉感和团队精神,也让同学们对宿舍环境的重要性有了更深的了解,使同学们更能认识到自身在宿舍大家庭中应该承担的责任","2,Jan",艺术设计学院举办2019-2020学年第一学期宿舍文化活动及表彰大...
"级人物形象设计,构成设计,课程作业展,年,月,日,年,月,日,级人物形象设计专业,组学生,在我院艺术平房举办了,构成设计,立体构成,色彩构成,课程作业展,任课教师姜凌,郭静组织全体同学对展厅进行精心的布置,共展出了,名同学的百余件作品,同学们从作品的设计到展出都付出了自己辛勤的努力,借此次展览向全院师生做课程学习结果的汇报","2,Jan",2011级人物形象设计《构成设计》课程作业展
"文化艺术学院党总支于,月,日下午召开全体教职工大会,由党总支书记于淑忠同志主持学习了中共十七届六中全会审议通过的,决定,文件,学院党总支成员和非党员处级干部张利同志及全体教职工共同参加,这次会议重点学习了,我国文化改革和发展新的行动纲领,中共中央关于深化文化体制改革,推动社会主义文化大发展大繁荣若干重大问题的决定,亮点解读,决定,全面总结了党领导文化建设的成就和经验,深刻分析了文化建设面临的新形势和新任务,提出了新形势下推进文化体制改革的指导思想,重要方针,目标任务和政策举措,是当前和今后一个时期推进我国文化改革和发展的行动纲领,具有长远的指导意义,会上,通过学习,认真解读了,决定,的亮点,一是建设社会主义文化强国,决定,指出,坚持中国特色社会主义文化发展道路,努力建设社会主义文化强国,二是全社会形成知荣辱,讲正气,作奉献,促和谐的良好风尚,决定,指出,推进社会主义核心价值体系建设,巩固全党全国各族人民团结奋斗的共同思想道德基础,三是唱响网上思想文化主旋律,决定,指出,全面贯彻,二为,方向和,双百,方针,为人民提供更好更多的精神食粮,四是缩小城乡文化发展差距,决定,指出,大力发展公益性文化事业,保障人民基本文化权益,满足人民基本文化需求是社会主义文化建设的基本任务,五是推动文化产业成为国民经济支柱性产业,决定,指出,加快发展文化产业,推动文化产业成为国民经济支柱性产业,六是保证公共财政文化投入增幅高于经常性收入增幅,决定,指出,进一步深化改革开放,加快构建有利于文化繁荣发展的体制机制,七是推动中华文化走向世界,决定,指出,增强国家文化软实力,推动中华文化走向世界,通过这些内容的学习,使大家对,决定,有了初步的了解,同时会议要求广大党员回去以后,认真通读,决定,深刻领会精神实质,并把学习和日常教学科研工作结合起来,力争以学习促工作,使学院更好更快地发展,文化艺术学院","2,Jan",文化艺术学院党总支学习中共十七届六中全会文件
,"2,Jan",文化艺术学院举办教研室主任专题培训会
"为了激发同学们的爱国热情,凝聚奋进新时代的磅礴伟力,服装与服饰设计,团支部于,月,日早,点在博学楼,教室召开,不忘初心,牢记使命,新时代爱国主义教育主题日活动,首先由团支部书记付信源带领同学们学习党史,新中国史,随后大家,观看了,伟大历程,辉煌成就,庆祝中华人民共和国成立,周年大型成就展,网上展馆,同学们对新中国自成立以来的巨大变化表示赞叹,为祖国的蜕变和进步而骄傲","2,Dec",七个一活力团支部建设工程之服装与服饰设计1901团支部召开“...
"年,月,日,明德物业公司张经理手捧锦旗和表扬信来到文化艺术学院,当面向我院老师和同学们感谢拾金不昧的好学生李艳丽和王静,引来全院师生的一片称赞,年,月,日上午,点,文化艺术学院,级人物形象设计专业的李艳丽和王静两名同学在五号公寓,楼捡到,元现金,面对这笔不翼而来,数额不菲的人民币,两名学生首先想到的是丢钱人的焦急心情,她俩没有将钱藏为己有,而是在现场等待失主,一直等到上课铃响,她们不得已只好赶到团总支办公室,将现金交给了班主任老师许冰,希望老师能够帮助她们找到失主,许老师在几番调查和询问后,最后确认是物业公司负责公寓卫生的清洁员夏桂香丢失的,当夏阿姨做梦也没想到,拿着失而复得的现金时,激动的双手颤抖,老泪纵横,一直感谢不已,李艳丽和王静同学用自己拾金不昧的实际行动展现了我院学生的良好精神风貌,体现了我院对新生德育工作的良好开端,文化艺术学院团总支在对两名同学提出表扬的同时,动员全院师生学习发扬两名同学拾金不昧的高尚情操和优秀品质,号召同学们,从现在做起,从我做起,从身边的小事做起,努力营造和谐美好的学习生活环境,为构建和谐文明校园再做贡献","2,Dec",拾金不昧 感人至深
"作为庆国庆系列活动之一,国庆杯,辩论赛由学院辩论协会于,月份举办,八个学院的代表团参加了本次比赛,文化艺术学院代表团的四位辩手以出色的表现取得了全校第二的优异成绩,徐飞同学获得,最佳辩手,的称号,我院的四位辩手来自新闻专业,他们在比赛前做了充分准备,彼此配合默契,以一路优胜的好成绩进入到决赛,此次决赛在我院与信息技术学院之间展开,评审团由山东艺术学院辩协团,山东技术职业学院辩协主席等人组成,比赛过程中,我方的发言幽默中不减犀利,谈笑中寓含哲理,对于对方的提问更能凭借敏捷的反应予以有力回击,文化艺术学院的亲友团更是给了辩手强有力的支持和鼓励,台下不时响起热烈的掌声,比赛持续了,个多小时,本次辩论赛我们不仅收获了远比分数更有价值的信心,经验,而且让同学们在领略,辩论赛,的魅力的同时,增加了同学们的集体主义荣誉观和团结协作的团队精神,我院会以此为起点,用更为积极向上的精神面貌,迎接今后的大学生活,文化艺术学院,年,月,日","2,Dec",中华女子学院山东分院辩论协会“国庆杯”辩论赛通讯
"艺术学院,学习雷锋,践行十八大精神,主题团日活动开展以来,在学生的精神风貌,班风建设方面收到了显著成效,年,月,日,艺术学院团总支学生会以传承和弘扬雷锋精神为主线,以,学雷锋树新风,为宗旨,开展了,清理镜心湖,送垃圾回家,活动,参加本次活动的共青团员认真踏实的清理了湖面及周边的白色垃圾,打扫卫生死角,受到了路过学生的一致称赞表扬,此次活动不仅锻炼了团员们团结协作的意志,而且培养了团员们吃苦耐劳,积极向上的情操,大家都感到校园干净了,心情舒畅了","2,Apr",艺术学院开展“清理镜心湖，送垃圾回家”活动
"艺术学院,学习雷锋,践行十八大精神,系列主题团日活动继续开展,为进一步培养广大同学自觉维护校园环境卫生的意识,我院团总支学生会于,月,日下午组织共青团员携带清理工具集中对校园内私自张贴的小广告和过期宣传海报进行了清理,在此次活动中,大家积极参与,互相配合,分工明确,工作现场井然有序,经过一个半小时的努力,学校各个角落以及宣传栏上的各类广告基本清除干净,墙壁基本恢复原貌,清除过后,大家还不忘清扫地面上在清除过程中掉落的纸屑等,很好地完成了善后工作,通过这次校园清理,让同学们深刻意识到了劳动的艰辛,更深深地认识到校园保洁的重要性和必要性,希望通过这次活动,能够带动全校学生,一起来装扮我们美丽的女院","2,Apr",艺术学院开展“净化校园环境，清理小广告”活动
"为响应十九大报告提出的实施乡村振兴战略,同时帮助大学生搭建适合自身发展的创业就业平台,艺术设计学院秉承大学生服务社会,为乡村旅游建设服务的宗旨,成立美丽乡村建设志愿服务小分队,于近日深入长清区文昌街道孙庄村开展,青春筑梦创新创业,挥洒画笔自立自强,墙体彩绘文化创意活动,在前期的准备阶段,我院李晨老师带领服务小队到达孙庄村并与,鸿之源草莓基地,进行项目对接,测量了相关墙体的高度和宽度,与基地负责人商议讨论墙体绘制的主题,形式等相关事宜,并定下初稿,月,日中午,服务小队带着绘制墙体的所需物品抵达孙庄村,有条不紊的进行起稿,定型,配色等流程,在绘制过程中队员们克服了诸多客观问题并于当天下午六点完成了第一面墙体的绘制,月,日早上八点,服务小队再次来到孙庄村进行剩余墙体的绘制,在紧张而忙碌的过程中,吸引了当地村民的好奇和围观,学生与村民们其乐融融的互动交流,使场面更加轻松,和谐,热闹,本次服务活动既丰富了大学生的社会经验,又锻炼了专业技能,同时为美丽乡村建设倡导乡风文明,展示传播新时代文明风尚起到了添砖加瓦的良好作用,通讯员高玉冉,指导教师许冰","2,Apr",“青春筑梦创新创业，挥洒画笔自立自强”——艺术设计学院组...
"文化艺术学院党总支于,月,日召开扩大会议,党总支书记于淑忠同志首先传达了,年学校组织宣传工作要点,同时就,学年第二学期文化艺术学院的党务工作做了全面的布置,首先要加强政治理论的学习,贯彻党的十七大和十七届四中全会精神,教工党支部与学生党支部要在党总支的领导下采取多种形式展开学习,讨论活动,通过各项活动的开展,切实增强基层党组织的凝聚力,向心力,其次对于组织发展工作要严格程序,从严把关,在选拔入党积极分子及党员发展过程中,重视理论学习的掌握程度和民主评议结果,秉承公平,公正,公开的原则做好这项工作,再次要开展党员群众喜闻乐见的党员活动,发挥各党支部的核心作用,增强党员同志们的荣誉感,责任感,教工党支部书记曹亚峰同志和学生党支部书记曹雪莲同志分别汇报了本学期的工作计划,教工党支部将开展四次集中的理论学习活动,促使教工党员在学校升本之后的实际工作中提高党性觉悟,在学校建设中发挥党员的模范带头作用,上半年教工党员组织发展,确定,人为入党积极分子,学生党支部针对学生党员在外实习的实际情况,开展书写学习笔记的活动,要求学生党员自学,大学生实践科学发展观读本,及党章等理论著作,并结合实习情况写出学习心得,切实提高自身的理论水平,在清明节到来之际组织入党积极分子为烈士进行祭扫活动,通过网站,宣传栏及时宣传党的政策,时事新闻,使在校学生能够及时了解党和国家的各项政策,精神,同时还汇报了上半年学生党支部组织发展的具体情况,对推荐上来的,名入党积极分子提交总支会议研究,会议通过了本学期推荐入党积极分子的名单,党总支组织委员汪琦同志,宣传委员徐丽萍同志还就党总支本学期的工作及各个党支部的计划,提出了各自的意见,建议在教工党支部中确定党小组成员,教工党员活动要采取多种形式,学生党支部注意党员在外实习过程中发挥党员带头作用等,最后,于淑忠同志又强调了本学期党务工作的重点,为适应学校升本成功,逐步走向本科院校的需要,本学期党务工作的重点是加强基层党组织的建设,加强宣传工作的大力展开,更好地开展思想政治教育工作,完善自我,开拓创新,使文化艺术学院的党务工作更好的为教学工作保驾护航","2,Apr",文化艺术学院党总支召开扩大会议
"新世纪电影城是山东省规模最大的电影超市,坐落于泉城路西首万达购物广场四楼,设有,个专业电影放映厅,其中拥有省内第一家数字电影厅,总面积达,多平米,是商务,休闲,娱乐,餐饮,购物综合消费的首选之地,影城严格遵守国际流行的,技术标准,采用全制式数字还音系统,使影音清晰逼真,具有强烈的震撼力和感染力,年,我院与新世纪电影城签订实习协议,安排文化事业管理学生实习","2,Apr",新世纪电影城
,"2,Apr",艺术设计本科人才培养方案研讨会纪要
"月,日上午,学院邀请保卫处副处长武凯,学生党支部书记许冰在二号教学楼,教师分别为新生做了安全教育专题教育讲座,教育新生提高警惕,保证自身安全,在安全教育讲座上,保卫处副处长武凯和辅导员许冰分别从学生身边发生的诈骗,盗窃,交通等大量案例,教育引导新生要高度重视安全,保障自身安全,学院党总支书记和各班主任在班会上每次都强调安全,要求学生人人自警,遇到陌生人推销问路,接到陌生电话信息,遇到上网划款等,要保持清醒,不要迷糊上当,同时要注意校内外交通安全,保持信息沟通,遇到问题及时与班主任和老师,同学保持联系,齐抓共管,积极疏导,预防事态进一步发展,艺术学院通过安全讲座,教育师生要把安全始终放在首位,实行教育与管理并举,一是建立健全,艺术学院学生请销假制度,艺术学院晚归与夜不归宿处理办法,等安全制度,让学生一入校心上就要有根安全弦,时刻绷紧不放松,二是通过,关于做好新学期初大学生思想动态调查的通知,学生信息员和班主任调查摸底相结合,重点对信教,身体,心理等问题学生托底调查登记,实行重点防控和帮扶,三是通过辅导员,学生会每周不定期抽查课堂,宿舍等,对迟到,旷课,早退,晚归,夜不归宿学生及时跟踪教育通报,通过以上教育和管理措施,及时掌握动态信息,跟踪教育管理,防微杜渐,有力地预防了一些事件的发生,保障了学生利益和安全,许冰","19,Sep",艺术学院教管并举保障学生安全
"月,日至,日,艺术学院,级视觉传达专业学生刘猛在校医院体检处开展服务新生,志愿送水服务活动,刘猛同学是我院大四本科生,月,日他在创业基地工作时,一名新生因抽血后身体不适进店休息,向刘猛同学询问是否有饮用水,刘猛随即给新同学让出座位并端上热水,这使他想到新生体检之前不能进食饮水,抽血胸透后容易产生不适现象,于是他决定出资购买纯净水及一次性纸杯,在新生体检期间为新生免费提供纯净水,刘猛同学在校期间创办了,星际云淘微信平台,为大学城师生提供周边订餐,求职二手,学习讨论等综合性服务,此平台自,月,日正式面向大学城推广以来,已服务于大学城几十家商户,拥有,余名会员,每天仅订餐业务就达到数百单,处于良好快速发展状态,刘猛同学始终将学校老师及同学们的大力支持铭记于心,一直希望能通过自己的点滴行动回报母校,此次公益送水志愿服务活动不仅帮助体检新生解决抽血后及时饮水问题,同时也体现了艺术学院学生情系新生,志愿服务的良好风貌,李晨","19,Sep",艺术学院老生开展志愿为体检新生送水服务
"近日,艺术设计学院在博雅楼,召开了,级人才培养方案讨论会,学院领导班子,教研室主任,骨干教师参加会议并邀请了各行业专家与共同参与研讨,讨论会上,张利院长首先代表学院对各个行业专家的到来表示热烈欢迎和诚挚感谢,他指出,培养方案应该立足于学校的人才培养特色,与企业对接,针对行业需求,建成富有特色的课程体系以及培养方案,随后,各教研室主任重点围绕培养方案修订的目标与定位,课程体系设置情况及教学大纲等一系列内容进行汇报,与会专家针对行业发展情况,围绕着本科专业的人才培养目标,毕业要求,课程设置,教学大纲撰写等四个方面进行了,认真评议和讨论,辛充分肯定了培养方案的目标明确,体系合理,并按照行业特点对课程设置提出了要求及修改建议,会后,我院再次召开本科培养方案修订会,整合专家的宝贵建议和意见,进一步完善培养方案,使人才培养模式中的诸要素更加协调,按照学校发展方向,进行,应用型人才培养,优化人才培养过程,提高人才培养质量,适应社会发展","19,Sep",艺术设计学院邀请各行业专家参加人培方案讨论会
,"19,Sep",我院张利副院长应邀参加“道法自然——东方景观设计展”
"月,日,艺术学院在博文楼,举办,了优秀学生干部,经验,分享会,级班委和第六届,团总支学生会全体成员聆听了此次经验交流会,分享会邀请到,第五届团总支学生会主席邢晓,第五届团总支副书记王小月,校学生会纪检部部长李忠伟和,级视觉传达设计,班班长李丽娇,四名优秀学生干部,他们立足于不同岗位,从各自的角度出发介绍了自己从事学生干部工作的心得体会,邢晓从思想,学习,工作三个方面指导同学们如何规划好大学生活,王小月向大家展示了她参加暑期三下乡等社会实践活动的图片,并讲述了在活动中遇到的各种问题和解决对策,李忠伟建议同学们在大学中要学会积累,学会沉淀,学会感恩,李丽娇提到,猛兽总是独行,牛羊才成群结队,鼓励大家要有自己的目标,不要盲目从众,优秀的学生干部,不仅是老师信赖的好帮手,更是服务学生的主力军,是架在老师与学生之间的桥梁,是值得学生学习的榜样,通过此次分享会,不仅增强了学生会,新老成员,之间的交流,为,新成员,即将开展的工作,明确了,目标和方向,也为培育更多优秀学生干部,更好的服务于学生工作奠定了基础,李晨","19,Oct",艺术学院举办优秀学生干部经验分享会
"为了贯彻学生工作处,关于开展加强养成教育,规范学生文明行为主题活动的通知,精神,培养学生良好的学习习惯和文明行为习惯,努力提高学生,自我教育,自我管理,自我服务,自我约束,的能力和水平,建设优良的校风,学风,营造浓建改制氛围,确保我院改制升本工作顺利进行,文化艺术学院党总支在专门召开辅导员班主任动员会的基础上,在全院学生中进行了深入的学习和发动,要求全体同学在一个月之内慢慢的在以下方面形成习惯,一,课堂文明建设方面,不迟到,不旷课,不早退,上课不吃零食,不着不整的衣衫进入教室,没有不礼让老师先行的行为,没有大声喧哗或其他举止不雅行为,二,宿舍文明建设方面,宿舍中不存在脏,乱,差现象,没有在自习时间玩电子游戏,看影碟行为,不存在睡懒觉等不按时作息现象,没有在宿舍豢养宠物行为,没有从窗口向外丢杂物行为,不存在不讲安全现象,学生是否有夜不归宿行为,三,校园文明建设方面,没有在校园深夜闲逛,夜不归宿行为,没有随地吐痰,乱扔杂物等行为,没有大声喧哗,起哄,聚众闹事等扰乱学校公共秩序行为,没有公众场合异性间不雅行为,没有恶意破坏学校公共财物行为,学生是否有在教室,阅览室乱贴乱划行为,学生是否有其他不文明行为,同时要求辅导员班主任高度重视,大力宣传,精心部署,真抓实干,根据会议要求,各辅导员班主任加大在同学中的宣传力度,重点讲解加强养成教育对学院改制升本的重要意义和加强养成教育对学生成长成才的重要意义,并对当前本学院,三个文明,建设存在的主要问题和原因分析,多次召开班委会和班会,力争达到在全体学生中达成共识,力争通过这项工作,让广大同学为学院改制创建工作作出更大的贡献","19,Oct",将养成教育落到实处，以文明学风迎接改制升本
"为了丰富同学们的课余生活,陶冶情操,营造学习和使用规范汉字的良好氛围,激发广大在校学生参与规范汉字学习和训练的热情,彰显我院特色,为此,我院特举行书法比赛,一,参赛对象,全体在校学生,二,比赛项目,硬笔书法,软笔书法,三,比赛要求,参赛者可以参加任意一组的比赛,也可以同时参加两个组的比赛,每班要求最少参赛,人,四,比赛过程安排,时间,月,日,星期四,下午,地点,普教楼,望同学们积极参与,文化艺术学院,年,月,日","19,Oct",书法比赛通知
"为培养学生安全防范意识,提高安全知识水平,年,月,日下午两点,我院,级新生在合堂楼,教室参加了由校保卫处组织的大学生安全知识教育讲座,讲座由学院保卫处范永年处长主讲,范处长结合高校最近发生的真实案例,针对校园内常见的抢劫,诈骗,盗窃等犯罪活动发生的主要特点和防范措施进行了生动讲解,并教育同学们如何避免陷入传销陷阱,网络侵害,怎样安全用电,以及在火灾中的正确逃生方法,本次讲座使同学们深刻的认识到了加强安全教育的必要性和及时性,对于大学新生提高安全意识,帮助学生掌握有关人身安全和财产安全等方面的实用知识,提高学生在遭受侵害时的自救能力,最大限度的维护学生的切身利益和人身财产安全,营造更安全,更和谐的校园环境具有重要意义,学生安全教育工作是一项常抓不懈的工作,是需要反复强调的日常工作,在学校改制升本创建的关键时期,我院全体师生将一如既往的重视安全教育,尽最大可能的保证学生的安全,为学院的成功升本贡献力量,文化艺术学院,年,月,日","19,Oct",安全知识教育讲座通讯
"为提高女大学生健康知识水平,关注女性健康,一场精彩的女大学生健康知识讲座于,年,月,日下午召开,文化艺术学院的全体女生参加了由此次讲座,在知识讲座过程中,宋医师就女生日常生活中遇到的生理问题进行阐述,首先向女生们介绍了正确认识女性健康问题的重要,让大家对自己的女性生理有了认识和思考,接着宋医师从生理卫生角度入手,给大家做了性知识和女性保健知识的讲解,在这个环节,马医师还穿插讲述了一些她临床医疗时的生动的实例,缓解了女生们紧张害羞的情绪,使同学们意识到珍爱生活,关爱自我,关注健康的必要性,讲座现场气氛轻松和谐,此次讲座的举办不仅增加了同学们的健康知识,也提高了同学们对自己健康状况的关注程度,对现代女大学生树立正确的生活观和恋爱观有十分重大的意义,文化艺术学院","19,Oct",走近女生，健康有约—女大学生健康知识讲座
"由济南市科学技术协会主办,济南纺织工程学会承办,济南元首针织股份有限公司协办的,元首杯,迎全运泉城大学生服装设计大赛日前落下帷幕,举办该项赛事的目的是为了培养服装设计人才,打造,型舞台,文化品牌,振兴济南纺织服装产业,营造良好的迎全运氛围,我院服装设计与制作专业获奖情况,元首杯,迎全运泉城大学生服装设计大赛,获奖名单,年,月,日,一,时装画组,幅,所获奖项,作者姓名,所在院校,作品名称,一等奖,韩盈颖,山东工艺美术学院,奇幻旅程,二等奖,孙艺菁,济南大学,墨至,二等奖,曲妍杰,山东工艺美术学院,异城情愫,三等奖,宋小红,山东省特殊教育中专,夏日,三等奖,王,娜,中华女子学院山东分院,三等奖,孙福灵,济南大学,曲,优秀奖,孙艺菁,济南大学,望花塚,优秀奖,王,娜,中华女子学院山东分院,优秀奖,刘,曼,济南特殊教育中心,七巧板系列,优秀奖,王思进,济南特殊教育中心,昆虫系列,优秀奖,徐钰荣,山东青年管理干部学院,青涩,优秀奖,郜建玲,山东青年管理干部学院,童稚年华,优秀奖,苗,雪,中华女子学院山东分院,优秀奖,王永青,济南工程职业技术学院,蓝寞,优秀奖,房志君,济南工程职业技术学院,和,荷,优秀奖,鲍,玲,济南工程职业技术学院,古韵,优秀奖,董建丽,山东工艺美术学院,布,可思议,优秀奖,殷子婓,山东工艺美术学院,摩登时代,优秀奖,殷子婓,山东工艺美术学院,衣君,优秀奖,申丽媛,济南大学,观望,优秀奖,申丽媛,济南大学,张扬,优秀奖,申丽媛,济南大学,魂牵,嗅,优秀奖,刘,辉,济南大学,绽放青春,优秀奖,王,雪,济南大学,意境,济南,优秀奖,胡海霞,济南大学,荷之韵,优秀奖,吴,雪,济南大学,简,优秀奖,刘安琪,济南大学,融,优秀奖,刘安琪,济南大学,怀旧,优秀奖,王海丽,济南大学,忆,优秀奖,张,洋,济南大学,城韵,优秀奖,王,猛,济南大学,成长,优秀奖,张海莲,济南大学,舞动,优秀奖,袁,丽,济南大学,舞动,优秀奖,李中花,济南大学,时尚祥云,优秀奖,朱元元,济南大学,衣角天空,优秀奖,张晓欢,山东商业职业技术学院,纸碎人迷,优秀奖,张鹏飞,山东商业职业技术学院,韵,二,服装设计运动休闲组,个,所获奖项,作者姓名,所在院校,作品名称,一等奖,孙艺菁,济南大学,蛊,二等奖,李,甜,山东工艺美术学院,曾经少年梦,二等奖,岳彩凤,山东工艺美术学院,新韵,三等奖,孟静静,济南大学,叠韵,三等奖,王东升,山东工艺美术学院,恋红绿涩,三等奖,李,曼,山东工艺美术学院,奔,年代,优秀奖,徐云生,曹美玲,济南大学,追忆,优秀奖,李排涛,济南大学,印象,优秀奖,安,冉,济南大学,逆轨,优秀奖,王,洁,济南大学,夜,优秀奖,管,倩,山东商业职业技术学院,黑典,优秀奖,刘曼,王思进,济南特殊教育中心,震,重生,三,服装设计时尚创意组,个,所获奖项,作者姓名,所在院校,作品名称,一等奖,范兰芳,济南大学,红韵折纸,二等奖,谢晓宁,周,鹏,济南大学,恋,二等奖,韩盈颖,山东工艺美术学院,暖日,三等奖,赵,楠,中华女子学院山东分院,花开的季节,三等奖,索保知,中华女子学院山东分院,花间梦,三等奖,李傲博,冯,雪,山东省青年管理干部学院,若即若离,优秀奖,董,妍,济南大学,夜色繁星,优秀奖,贺艳艳,王,非,济南大学,鱼,优秀奖,孙盛楠,郭淑君,济南大学,素颜,优秀奖,高月强,济南大学,蝴蝶姬,优秀奖,崔节水,王艳艳,济南大学,露玉百合,优秀奖,刘,健,王,倩,济南大学,邂逅,优秀奖,王,颖,济南大学,挚爱海浪,优秀奖,袁小敏,济南大学,系天穹,优秀奖,朱文倩,中华女子学院山东分院,蓝色精灵,优秀奖,林,涵,中华女子学院山东分院,梦幻魅影,优秀奖,王艺洁,中华女子学院山东分院,华丽邂逅,优秀奖,王欢欢,中华女子学院山东分院,绚,优秀奖,王雪玲,山东技师学院,野,行道,优秀奖,高,翔,山东省青年管理干部学院,黑色金属,优秀奖,杨,奇,叶长江,山东省青年管理干部学院,梦幻城堡,优秀奖,靳豫霞,山东省青年管理干部学院,麦琪的礼物,优秀奖,姜,华,山东省青年管理干部学院,军中魅影,优秀奖,陈珊珊,吕,静,山东省青年管理干部学院,天籁,优秀奖,姜,颍,山东省青年管理干部学院,诱惑,优秀奖,孙明珠,山东省青年管理干部学院,京韵,优秀奖,张婷婷,王新强,山东省青年管理干部学院,夜吻,优秀奖,李冬梅,山东省青年管理干部学院,瑞意祥年,优秀奖,贾梦婷,济南工程职业技术学院,牛仔风情,优秀奖,陈艳红,济南工程职业技术学院,心链,四,模特表演奖,名,所获奖项,姓,名,所在院校,一等奖,邹,静,山东工艺美术学院,二等奖,王佳苓,山东轻工业学院,二等奖,杨,茜,山东工艺美术学院,三等奖,张晶晶,山东工艺美术学院,三等奖,申丽媛,济南大学,三等奖,孟笑晨,山东工艺美术学院,三等奖,魏春雷,山东工艺美术学院,优秀奖,名,张文燕,董,莹,谢甜甜,张文静,王,灿,毕晶晶,刘,洋,毕莉淇,于荟川,李,瑶,王丽洁,杨,华,孙奉金,冷,琪,吕,贺,郭,丽,李亚如,秦,娜,吴,雪,王春晓,范增虎,林昌磊,赵,凯,郭玉伟,李,坤,李,宁,孙涵希,五,优秀指导教师奖,名,迟瑞芹,鲍怀敏,金,菡,王悦梅,张爱梅,赵,刚,邹,渊,杜,莹,王露露,刘淑影,六,优秀组织奖,个,济南大学,山东工艺美术学院,中华女子学院山东分院,山东省青年管理干部学院,济南工程职业技术学院","19,Oct",服装专业在“元首杯”服装设计大赛中喜获佳绩
